year,state,county_name,county_fips,party,candidatevotes,totalvotes
2004,CALIFORNIA,INYO,6027,DEMOCRAT,3021,7718
2008,TENNESSEE,HENDERSON,47077,DEMOCRAT,3021,10834
2008,MISSISSIPPI,PRENTISS,28117,DEMOCRAT,3020,10795
2012,ILLINOIS,BOND,17005,DEMOCRAT,3020,7336
2020,NORTH CAROLINA,CARTERET,37031,DEMOCRAT,3020,42695
2020,TENNESSEE,WEAKLEY,47183,DEMOCRAT,3020,13735
2000,ARKANSAS,RANDOLPH,5121,DEMOCRAT,3019,5877
2008,ALABAMA,HENRY,1067,DEMOCRAT,3018,8648
2016,INDIANA,WABASH,18169,DEMOCRAT,3018,13468
2004,COLORADO,ALAMOSA,8003,DEMOCRAT,3017,6269
2016,MAINE,MAINE UOCAVA,NA,DEMOCRAT,3017,3986
2008,ILLINOIS,LAWRENCE,17101,DEMOCRAT,3016,6536
2012,VIRGINIA,ESSEX,51057,DEMOCRAT,3016,5675
2020,MISSISSIPPI,HUMPHREYS,28053,DEMOCRAT,3016,4189
2000,FLORIDA,MADISON,12079,DEMOCRAT,3014,6162
2000,MICHIGAN,IRON,26071,DEMOCRAT,3014,6188
2004,MISSISSIPPI,ATTALA,28007,DEMOCRAT,3014,7945
2008,TEXAS,FAYETTE,48149,DEMOCRAT,3014,10714
2012,LOUISIANA,CLAIBORNE,22027,DEMOCRAT,3014,6732
2004,NORTH DAKOTA,STARK,38089,DEMOCRAT,3013,10400
2016,GEORGIA,GRADY,13131,DEMOCRAT,3013,9213
2000,TEXAS,PANOLA,48365,DEMOCRAT,3011,9074
2000,TEXAS,TITUS,48449,DEMOCRAT,3008,8103
2004,ARKANSAS,FRANKLIN,5047,DEMOCRAT,3008,7289
2012,MINNESOTA,REDWOOD,27127,DEMOCRAT,3008,7790
2004,WYOMING,PARK,56029,DEMOCRAT,3007,14231
2020,GEORGIA,CARROLL,13045,DEMOCRAT,3007,54474
2008,TEXAS,ARANSAS,48007,DEMOCRAT,3006,9778
2008,MISSOURI,PERRY,29157,DEMOCRAT,3005,8647
2012,ARKANSAS,CONWAY,5029,DEMOCRAT,3005,7730
2000,VIRGINIA,GILES,51071,DEMOCRAT,3004,6820
2020,MICHIGAN,KALKASKA,26079,DEMOCRAT,3002,10631
2020,SOUTH CAROLINA,CHESTERFIELD,45025,DEMOCRAT,3002,18876
2004,IOWA,BUTLER,19023,DEMOCRAT,3001,7475
2004,SOUTH CAROLINA,SALUDA,45081,DEMOCRAT,3001,7578
2000,KANSAS,JEFFERSON,20087,DEMOCRAT,3000,7877
2004,SOUTH DAKOTA,UNION,46127,DEMOCRAT,3000,7048
2008,IOWA,UNION,19175,DEMOCRAT,3000,5909
2020,GEORGIA,BALDWIN,13009,DEMOCRAT,3000,18251
2008,MINNESOTA,SIBLEY,27143,DEMOCRAT,2998,7729
2004,MONTANA,HILL,30041,DEMOCRAT,2997,6657
2000,TEXAS,WASHINGTON,48477,DEMOCRAT,2996,11809
2004,TENNESSEE,JACKSON,47087,DEMOCRAT,2996,5052
2008,MISSOURI,COOPER,29053,DEMOCRAT,2996,8026
2004,CALIFORNIA,GLENN,6021,DEMOCRAT,2995,9435
2000,MISSISSIPPI,ITAWAMBA,28057,DEMOCRAT,2994,8564
2008,NEBRASKA,DAKOTA,31043,DEMOCRAT,2994,6396
2012,MICHIGAN,CRAWFORD,26039,DEMOCRAT,2994,6814
2016,MISSOURI,MARION,29127,DEMOCRAT,2994,12938
2004,ARKANSAS,CHICOT,5017,DEMOCRAT,2993,4757
2020,GEORGIA,OCONEE,13219,DEMOCRAT,2993,25168
2008,TENNESSEE,SMITH,47159,DEMOCRAT,2992,7741
2012,COLORADO,SAN MIGUEL,8113,DEMOCRAT,2992,4256
2016,NORTH CAROLINA,CHOWAN,37041,DEMOCRAT,2992,7228
2008,KANSAS,FORD,20057,DEMOCRAT,2991,8864
2008,WYOMING,CAMPBELL,56005,DEMOCRAT,2990,16385
2020,OHIO,GALLIA,39053,DEMOCRAT,2990,13799
2004,COLORADO,CLEAR CREEK,8019,DEMOCRAT,2989,5613
2004,IOWA,CHEROKEE,19035,DEMOCRAT,2988,6796
2012,KENTUCKY,OHIO,21183,DEMOCRAT,2987,9646
2016,ILLINOIS,WARREN,17187,DEMOCRAT,2987,7807
2004,ILLINOIS,WASHINGTON,17189,DEMOCRAT,2986,8104
2008,MISSISSIPPI,UNION,28145,DEMOCRAT,2985,12109
2020,ALASKA,DISTRICT 29,2029,DEMOCRAT,2985,10747
2004,GEORGIA,ELBERT,13105,DEMOCRAT,2984,7656
2004,MISSISSIPPI,TIPPAH,28139,DEMOCRAT,2983,9113
2008,WEST VIRGINIA,HAMPSHIRE,54027,DEMOCRAT,2983,8347
2000,CALIFORNIA,LASSEN,6035,DEMOCRAT,2982,10586
2008,MISSISSIPPI,PONTOTOC,28115,DEMOCRAT,2982,12791
2000,MISSISSIPPI,WAYNE,28153,DEMOCRAT,2981,7705
2012,MINNESOTA,POPE,27121,DEMOCRAT,2981,6246
2020,MONTANA,HILL,30041,DEMOCRAT,2981,7182
2016,OREGON,JEFFERSON,41031,DEMOCRAT,2980,9459
2004,KENTUCKY,TAYLOR,21217,DEMOCRAT,2979,10295
2004,TEXAS,ROBERTSON,48395,DEMOCRAT,2979,6795
2012,INDIANA,VERMILLION,18165,DEMOCRAT,2979,6581
2020,VIRGINIA,FRANKLIN,51067,DEMOCRAT,2979,29704
2008,OKLAHOMA,SEMINOLE,40133,DEMOCRAT,2977,8577
2012,KANSAS,JEFFERSON,20087,DEMOCRAT,2977,8013
2008,ARKANSAS,ASHLEY,5003,DEMOCRAT,2976,8642
2008,IOWA,MILLS,19129,DEMOCRAT,2976,7282
2012,ALABAMA,WASHINGTON,1129,DEMOCRAT,2976,8778
2020,IDAHO,VALLEY,16085,DEMOCRAT,2976,7063
2020,SOUTH CAROLINA,CHEROKEE,45021,DEMOCRAT,2976,25270
2000,NEW MEXICO,LUNA,35029,DEMOCRAT,2975,6612
2004,MISSISSIPPI,HUMPHREYS,28053,DEMOCRAT,2975,4651
2016,COLORADO,SAN MIGUEL,8113,DEMOCRAT,2975,4329
2020,OHIO,FAYETTE,39047,DEMOCRAT,2975,12612
2000,GEORGIA,JEFFERSON,13163,DEMOCRAT,2973,5566
2004,MISSISSIPPI,AMITE,28005,DEMOCRAT,2973,7117
2000,GEORGIA,MITCHELL,13205,DEMOCRAT,2971,5799
2008,SOUTH DAKOTA,SHANNON,46113,DEMOCRAT,2971,3314
2012,TEXAS,UPSHUR,48459,DEMOCRAT,2971,15138
2000,TENNESSEE,GRUNDY,47061,DEMOCRAT,2970,4596
2008,IOWA,APPANOOSE,19007,DEMOCRAT,2970,6176
2012,ALABAMA,BLOUNT,1009,DEMOCRAT,2970,24006
2004,NORTH CAROLINA,WASHINGTON,37187,DEMOCRAT,2969,5471
2020,OKLAHOMA,ROGERS,40131,DEMOCRAT,2969,44553
2012,GEORGIA,BUTTS,13035,DEMOCRAT,2968,9381
2000,TENNESSEE,SCOTT,47151,DEMOCRAT,2967,6615
2008,OHIO,MORGAN,39115,DEMOCRAT,2966,6608
2012,KENTUCKY,MERCER,21167,DEMOCRAT,2966,9939
2020,ALABAMA,CONECUH,1035,DEMOCRAT,2966,6441
2000,INDIANA,CARROLL,18015,DEMOCRAT,2965,8268
2008,GEORGIA,MADISON,13195,DEMOCRAT,2965,11365
2008,GEORGIA,TOOMBS,13279,DEMOCRAT,2964,9688
2000,COLORADO,OTERO,8089,DEMOCRAT,2963,7312
2020,IOWA,BUCHANAN,19019,DEMOCRAT,2962,10774
2012,NEVADA,CHURCHILL,32001,DEMOCRAT,2961,10265
2020,ILLINOIS,JERSEY,17083,DEMOCRAT,2961,11937
2020,KENTUCKY,TAYLOR,21217,DEMOCRAT,2961,12510
2000,INDIANA,FULTON,18049,DEMOCRAT,2960,8327
2004,MISSOURI,MILLER,29131,DEMOCRAT,2959,10831
2008,LOUISIANA,FRANKLIN,22041,DEMOCRAT,2959,9356
2000,ILLINOIS,WHITE,17193,DEMOCRAT,2958,7637
2004,TEXAS,PANOLA,48365,DEMOCRAT,2958,10007
2016,IOWA,DELAWARE,19055,DEMOCRAT,2957,9241
2020,ALASKA,DISTRICT 12,2012,DEMOCRAT,2957,11238
2004,MISSISSIPPI,JEFFERSON DAVIS,28065,DEMOCRAT,2955,5760
2012,SOUTH DAKOTA,CLAY,46027,DEMOCRAT,2955,5234
2020,TEXAS,JASPER,48241,DEMOCRAT,2954,15611
2000,VIRGINIA,ROCKBRIDGE,51163,DEMOCRAT,2953,7827
2004,TEXAS,CHAMBERS,48071,DEMOCRAT,2953,11649
2020,OKLAHOMA,GARFIELD,40047,DEMOCRAT,2953,22430
2020,SOUTH DAKOTA,HUGHES,46065,DEMOCRAT,2953,8723
2000,MINNESOTA,CHIPPEWA,27023,DEMOCRAT,2952,6352
2004,ARKANSAS,DREW,5043,DEMOCRAT,2952,6249
2004,TEXAS,SHELBY,48419,DEMOCRAT,2951,9279
2008,ARKANSAS,CLEBURNE,5023,DEMOCRAT,2951,11338
2012,IOWA,APPANOOSE,19007,DEMOCRAT,2951,6245
2012,MISSOURI,CRAWFORD,29055,DEMOCRAT,2951,9579
2020,TEXAS,AUSTIN,48015,DEMOCRAT,2951,14554
2012,OHIO,HARRISON,39067,DEMOCRAT,2950,7141
2020,ARKANSAS,BAXTER,5005,DEMOCRAT,2950,21007
2008,OREGON,MALHEUR,41045,DEMOCRAT,2949,10433
2016,TEXAS,CHAMBERS,48071,DEMOCRAT,2948,16786
2016,WISCONSIN,BURNETT,55013,DEMOCRAT,2948,8743
2020,MISSOURI,BARRY,29009,DEMOCRAT,2948,15598
2020,KANSAS,FORD,20057,DEMOCRAT,2947,8915
2020,WEST VIRGINIA,BROOKE,54009,DEMOCRAT,2947,10656
2000,TEXAS,SAN JACINTO,48407,DEMOCRAT,2946,7714
2020,ARIZONA,GRAHAM,4009,DEMOCRAT,2944,14995
2016,COLORADO,OTERO,8089,DEMOCRAT,2943,8452
2020,ARIZONA,MOHAVE,4015,DEMOCRAT,2943,104668
2008,WEST VIRGINIA,WETZEL,54103,DEMOCRAT,2942,6454
2012,NEW MEXICO,LINCOLN,35027,DEMOCRAT,2942,9242
2004,SOUTH DAKOTA,MEADE,46093,DEMOCRAT,2941,11504
2008,IOWA,HOWARD,19089,DEMOCRAT,2941,4728
2012,INDIANA,DECATUR,18031,DEMOCRAT,2941,10308
2012,INDIANA,ORANGE,18117,DEMOCRAT,2939,7776
2008,VIRGINIA,FLOYD,51063,DEMOCRAT,2937,7516
2012,SOUTH DAKOTA,SHANNON,46113,DEMOCRAT,2937,3145
2000,SOUTH DAKOTA,DAVISON,46035,DEMOCRAT,2936,7528
2016,NEBRASKA,GAGE,31067,DEMOCRAT,2935,10048
2004,NEBRASKA,MADISON,31119,DEMOCRAT,2934,14089
2008,VIRGINIA,ESSEX,51057,DEMOCRAT,2934,5364
2020,MINNESOTA,NOBLES,27105,DEMOCRAT,2933,8715
2000,ILLINOIS,CLARK,17023,DEMOCRAT,2932,7512
2012,WEST VIRGINIA,PRESTON,54077,DEMOCRAT,2931,11155
2004,IOWA,WRIGHT,19197,DEMOCRAT,2930,6603
2008,VIRGINIA,RADFORD,51750,DEMOCRAT,2930,5429
2012,KANSAS,CHEROKEE,20021,DEMOCRAT,2930,8571
2016,INDIANA,GREENE,18055,DEMOCRAT,2929,13801
2012,SOUTH DAKOTA,MEADE,46093,DEMOCRAT,2928,10817
2020,INDIANA,WELLS,18179,DEMOCRAT,2928,14050
2012,GEORGIA,EMANUEL,13107,DEMOCRAT,2927,8083
2012,WYOMING,PARK,56029,DEMOCRAT,2927,14608
2016,WYOMING,SHERIDAN,56033,DEMOCRAT,2927,14510
2012,GEORGIA,PUTNAM,13237,DEMOCRAT,2926,9222
2016,ARKANSAS,BOONE,5009,DEMOCRAT,2926,16111
2004,INDIANA,FRANKLIN,18047,DEMOCRAT,2925,9992
2008,WEST VIRGINIA,UPSHUR,54097,DEMOCRAT,2925,8971
2012,MISSOURI,BENTON,29015,DEMOCRAT,2925,9157
2016,MICHIGAN,GOGEBIC,26053,DEMOCRAT,2925,7329
2016,VIRGINIA,RADFORD,51750,DEMOCRAT,2925,6085
2004,TENNESSEE,MORGAN,47129,DEMOCRAT,2924,7360
2008,INDIANA,PARKE,18121,DEMOCRAT,2924,6964
2012,MONTANA,GLACIER,30035,DEMOCRAT,2924,4452
2012,TEXAS,CASS,48067,DEMOCRAT,2924,11788
2016,FLORIDA,BRADFORD,12007,DEMOCRAT,2924,12098
2016,IDAHO,BINGHAM,16011,DEMOCRAT,2924,16625
2016,VIRGINIA,GREENE,51079,DEMOCRAT,2924,9608
2000,MISSISSIPPI,ATTALA,28007,DEMOCRAT,2922,7173
2000,VIRGINIA,PRINCE EDWARD,51147,DEMOCRAT,2922,6363
2000,VIRGINIA,WESTMORELAND,51193,DEMOCRAT,2922,6026
2012,NEBRASKA,DAKOTA,31043,DEMOCRAT,2922,6136
2016,MISSOURI,PULASKI,29169,DEMOCRAT,2922,13488
2016,OHIO,PUTNAM,39137,DEMOCRAT,2922,18767
2000,TENNESSEE,MORGAN,47129,DEMOCRAT,2921,6162
2004,TEXAS,HOUSTON,48225,DEMOCRAT,2921,8806
2008,NORTH DAKOTA,WILLIAMS,38105,DEMOCRAT,2921,9373
2012,LOUISIANA,FRANKLIN,22041,DEMOCRAT,2921,9336
2016,OHIO,HARDIN,39065,DEMOCRAT,2920,12294
2008,MICHIGAN,LAKE,26085,DEMOCRAT,2919,5292
2020,TENNESSEE,LINCOLN,47103,DEMOCRAT,2919,15608
2016,WEST VIRGINIA,MARSHALL,54051,DEMOCRAT,2918,13216
2016,TENNESSEE,GILES,47055,DEMOCRAT,2917,11137
2004,TEXAS,DUVAL,48131,DEMOCRAT,2916,4091
2008,KENTUCKY,HARRISON,21097,DEMOCRAT,2916,7590
2012,MINNESOTA,SIBLEY,27143,DEMOCRAT,2916,7815
2020,TEXAS,ARANSAS,48007,DEMOCRAT,2916,12290
2020,TEXAS,ERATH,48143,DEMOCRAT,2916,16856
2008,NEBRASKA,OTOE,31131,DEMOCRAT,2915,7092
2004,ARKANSAS,YELL,5149,DEMOCRAT,2913,6659
2016,NEBRASKA,LINCOLN,31111,DEMOCRAT,2913,16131
2016,NORTH CAROLINA,CURRITUCK,37053,DEMOCRAT,2913,12669
2020,VIRGINIA,YORK,51199,DEMOCRAT,2913,38791
2000,GEORGIA,HARRIS,13145,DEMOCRAT,2912,8562
2000,ILLINOIS,MASSAC,17127,DEMOCRAT,2912,6744
2004,FLORIDA,WASHINGTON,12133,DEMOCRAT,2912,10366
2016,ALABAMA,CHILTON,1021,DEMOCRAT,2911,18369
2020,MICHIGAN,PRESQUE ISLE,26141,DEMOCRAT,2911,8344
2020,VIRGINIA,AUGUSTA,51015,DEMOCRAT,2911,42278
2004,NORTH CAROLINA,CURRITUCK,37053,DEMOCRAT,2909,8976
2012,INDIANA,FRANKLIN,18047,DEMOCRAT,2909,10560
2000,MISSISSIPPI,TIPPAH,28139,DEMOCRAT,2908,8403
2020,ILLINOIS,IROQUOIS,17075,DEMOCRAT,2908,14025
2000,VIRGINIA,NELSON,51125,DEMOCRAT,2907,6145
2008,MINNESOTA,SWIFT,27151,DEMOCRAT,2907,5244
2008,TENNESSEE,RHEA,47143,DEMOCRAT,2907,11106
2004,GEORGIA,MACON,13193,DEMOCRAT,2906,4777
2004,IOWA,HARRISON,19085,DEMOCRAT,2906,7680
2004,KENTUCKY,GRAYSON,21085,DEMOCRAT,2905,10143
2008,GEORGIA,MCINTOSH,13191,DEMOCRAT,2905,6236
2012,TENNESSEE,HUMPHREYS,47085,DEMOCRAT,2905,6863
2016,IOWA,HENRY,19087,DEMOCRAT,2904,9404
2020,MISSOURI,SALINE,29195,DEMOCRAT,2904,9519
2000,MINNESOTA,KOOCHICHING,27071,DEMOCRAT,2903,6879
2012,IOWA,WINNEBAGO,19189,DEMOCRAT,2903,5918
2000,KENTUCKY,ANDERSON,21005,DEMOCRAT,2902,7967
2000,KENTUCKY,BREATHITT,21025,DEMOCRAT,2902,5073
2016,MISSOURI,LAWRENCE,29109,DEMOCRAT,2901,16715
2008,GEORGIA,HABERSHAM,13137,DEMOCRAT,2900,14808
2008,IOWA,PAGE,19145,DEMOCRAT,2900,7356
2004,GEORGIA,MCDUFFIE,13189,DEMOCRAT,2899,7773
2004,GEORGIA,MURRAY,13213,DEMOCRAT,2899,10689
2008,MISSOURI,GASCONADE,29073,DEMOCRAT,2899,7771
2008,MICHIGAN,MISSAUKEE,26113,DEMOCRAT,2898,7492
2012,INDIANA,LAGRANGE,18087,DEMOCRAT,2898,9316
2020,LOUISIANA,VERNON,22115,DEMOCRAT,2898,17268
2008,MICHIGAN,ALCONA,26001,DEMOCRAT,2896,6420
2020,MISSOURI,CLINTON,29049,DEMOCRAT,2896,10888
2016,VIRGINIA,TAZEWELL,51185,DEMOCRAT,2895,18566
2016,OKLAHOMA,MCCLAIN,40087,DEMOCRAT,2894,16858
2016,ALASKA,DISTRICT 23,2023,DEMOCRAT,2894,6924
2020,SOUTH CAROLINA,COLLETON,45029,DEMOCRAT,2894,19283
2008,UTAH,WASATCH,49051,DEMOCRAT,2892,8531
2016,KANSAS,FRANKLIN,20059,DEMOCRAT,2892,10965
2020,GEORGIA,LOWNDES,13185,DEMOCRAT,2892,46355
2008,KENTUCKY,MASON,21161,DEMOCRAT,2891,7121
2008,LOUISIANA,ALLEN,22003,DEMOCRAT,2891,9467
2020,NORTH CAROLINA,GRANVILLE,37077,DEMOCRAT,2891,31598
2008,IOWA,CHEROKEE,19035,DEMOCRAT,2890,6365
2000,INDIANA,DECATUR,18031,DEMOCRAT,2889,9171
2000,TEXAS,CHAMBERS,48071,DEMOCRAT,2888,9806
2016,MISSOURI,STONE,29209,DEMOCRAT,2887,16567
2020,MISSISSIPPI,KEMPER,28069,DEMOCRAT,2887,4731
2020,SOUTH CAROLINA,MARION,45067,DEMOCRAT,2887,14704
2000,COLORADO,MORGAN,8087,DEMOCRAT,2885,8998
2004,INDIANA,ORANGE,18117,DEMOCRAT,2885,8652
2012,WEST VIRGINIA,MINERAL,54057,DEMOCRAT,2885,10979
2016,IOWA,PLYMOUTH,19149,DEMOCRAT,2885,13190
2020,MISSOURI,POLK,29167,DEMOCRAT,2885,15064
2004,KENTUCKY,BRECKINRIDGE,21027,DEMOCRAT,2884,8520
2004,NEBRASKA,SAUNDERS,31155,DEMOCRAT,2884,9489
2000,ARKANSAS,LITTLE RIVER,5081,DEMOCRAT,2883,5263
2000,IOWA,ALLAMAKEE,19005,DEMOCRAT,2883,6462
2008,MINNESOTA,WADENA,27159,DEMOCRAT,2882,7169
2012,MONTANA,BIG HORN,30003,DEMOCRAT,2882,4626
2012,SOUTH DAKOTA,BEADLE,46005,DEMOCRAT,2881,7263
2016,ARKANSAS,INDEPENDENCE,5063,DEMOCRAT,2881,13614
2016,MISSOURI,HOWELL,29091,DEMOCRAT,2881,17455
2004,GEORGIA,PUTNAM,13237,DEMOCRAT,2880,8107
2008,VIRGINIA,PATRICK,51141,DEMOCRAT,2879,8531
2012,VIRGINIA,MANASSAS PARK,51685,DEMOCRAT,2879,4656
2016,VIRGINIA,SUSSEX,51183,DEMOCRAT,2879,5044
2000,ARKANSAS,ARKANSAS,5001,DEMOCRAT,2877,6372
2004,ILLINOIS,CLARK,17023,DEMOCRAT,2877,8007
2020,TEXAS,UPSHUR,48459,DEMOCRAT,2877,18892
2004,COLORADO,SAN MIGUEL,8113,DEMOCRAT,2876,4019
2020,MARYLAND,ALLEGANY,24001,DEMOCRAT,2876,30641
2000,MASSACHUSETTS,NANTUCKET,25019,DEMOCRAT,2874,4926
2004,KANSAS,BARTON,20009,DEMOCRAT,2874,11706
2004,OHIO,MORGAN,39115,DEMOCRAT,2873,6700
2000,MARYLAND,GARRETT,24023,DEMOCRAT,2872,10655
2004,MICHIGAN,ALCONA,26001,DEMOCRAT,2871,6531
2012,MISSOURI,TEXAS,29215,DEMOCRAT,2871,10764
2020,OKLAHOMA,LOGAN,40083,DEMOCRAT,2871,21574
2000,ILLINOIS,DE WITT,17039,DEMOCRAT,2870,7051
2000,TENNESSEE,STEWART,47161,DEMOCRAT,2870,4782
